user_id,2.A.1.a,2.A.1.b,2.A.1.c,2.A.1.d,2.A.1.e,2.A.1.f,2.A.2.a,2.A.2.b,2.A.2.c,2.A.2.d,2.B.1.a,2.B.1.b,2.B.1.c,2.B.1.d,2.B.1.e,2.B.1.f,2.B.2.i,2.B.3.a,2.B.3.b,2.B.3.c,2.B.3.d,2.B.3.e,2.B.3.g,2.B.3.h,2.B.3.j,2.B.3.k,2.B.3.l,2.B.3.m,2.B.4.e,2.B.4.g,2.B.4.h,2.B.5.a,2.B.5.b,2.B.5.c,2.B.5.d
u230,0.601512,0.639347,0.558955,0.47836,0.421347,0.289764,0.687985,0.569267,0.596256,0.535794,0.384139,0.522687,0.342769,0.44918,0.488349,0.383789,0.664983,0.371806,0.395773,0.360651,0.286511,0.326373,0.493616,0.248991,0.274865,0.334829,0.319491,0.556849,0.596179,0.553534,0.554103,0.544972,0.311689,0.286382,0.451794
u231,0.656745,0.588656,0.606442,0.58705,0.549252,0.299401,0.642165,0.591944,0.587363,0.637112,0.368745,0.563229,0.432183,0.374106,0.511937,0.44655,0.672095,0.506783,0.440934,0.246753,0.186066,0.68942,0.507898,0.205149,0.29055,0.427608,0.31642,0.348117,0.611113,0.643946,0.623021,0.418815,0.264546,0.281423,0.422359
u232,0.664998,0.659178,0.640076,0.647746,0.434528,0.311243,0.631665,0.602364,0.486782,0.501903,0.519427,0.602641,0.379057,0.462286,0.623507,0.55292,0.744615,0.5528,0.419411,0.302894,0.263197,0.651305,0.361579,0.333489,0.250495,0.310255,0.218503,0.323011,0.653684,0.657279,0.610441,0.419997,0.299239,0.245643,0.370781
u233,0.665996,0.698857,0.519359,0.628751,0.537351,0.326516,0.701856,0.618236,0.558021,0.56615,0.479275,0.455974,0.440441,0.469531,0.57444,0.531441,0.647375,0.512436,0.474819,0.546842,0.395913,0.655623,0.535067,0.506042,0.541817,0.600248,0.555528,0.650852,0.656885,0.645136,0.576205,0.662407,0.298505,0.429159,0.455298
u234,0.505609,0.670684,0.491743,0.552512,0.609264,0.346384,0.611808,0.525884,0.411835,0.438885,0.507333,0.466504,0.414255,0.471315,0.448647,0.370755,0.667104,0.623579,0.346949,0.198669,0.241302,0.777585,0.35511,0.223912,0.22736,0.297792,0.279401,0.554636,0.56476,0.479577,0.637972,0.552045,0.270336,0.263412,0.527624
u235,0.703642,0.557567,0.6442,0.579634,0.49758,0.252018,0.742411,0.589837,0.374869,0.57508,0.499654,0.483238,0.404156,0.335384,0.541572,0.409431,0.513838,0.257523,0.636671,0.255588,0.367575,0.276882,0.379599,0.228289,0.277923,0.357179,0.313956,0.258467,0.679129,0.638054,0.639634,0.484287,0.3366,0.265691,0.3996
u236,0.670049,0.611105,0.674229,0.641252,0.367697,0.353555,0.703773,0.536281,0.435198,0.516132,0.516409,0.450826,0.446704,0.355321,0.470989,0.392291,0.554495,0.557504,0.42971,0.366719,0.319737,0.595411,0.414361,0.297472,0.320854,0.452126,0.23339,0.651173,0.540075,0.495986,0.60284,0.542397,0.216727,0.279356,0.39596
u237,0.659606,0.604862,0.514342,0.583053,0.370984,0.346163,0.715342,0.621256,0.429305,0.493462,0.466079,0.513099,0.495116,0.432455,0.522898,0.404324,0.63358,0.606305,0.404473,0.289322,0.310647,0.657075,0.382486,0.296886,0.194863,0.473262,0.204555,0.328643,0.630609,0.532693,0.530285,0.394651,0.160256,0.336398,0.402894
u238,0.661904,0.729169,0.623942,0.6296,0.492166,0.236847,0.698533,0.566046,0.441629,0.571749,0.515172,0.557554,0.488007,0.481798,0.50407,0.47888,0.679115,0.504193,0.502925,0.209288,0.236536,0.696939,0.445854,0.255512,0.261646,0.197842,0.155318,0.273261,0.598454,0.466654,0.519663,0.647069,0.318098,0.318817,0.464041
u239,0.75996,0.689656,0.639135,0.643538,0.916114,0.584848,0.645141,0.71669,0.515319,0.485201,0.5247,0.507524,0.497572,0.394487,0.47435,0.359199,0.765702,0.612866,0.316879,0.250462,0.200293,0.44403,0.245297,0.226922,0.241592,0.261517,0.204539,0.373101,0.631182,0.624066,0.782703,0.565571,0.327524,0.364906,0.431121
u240,0.711042,0.731928,0.670634,0.619964,0.590964,0.287812,0.707924,0.689776,0.511421,0.629227,0.548417,0.489114,0.443814,0.397757,0.532098,0.397136,0.574408,0.331914,0.266978,0.194761,0.196279,0.484909,0.385385,0.192622,0.179161,0.240213,0.214486,0.396399,0.656807,0.488958,0.586032,0.516013,0.404065,0.283709,0.431315
u241,0.678016,0.653974,0.585292,0.627259,0.56691,0.334724,0.618685,0.611639,0.540368,0.64699,0.660428,0.446048,0.452934,0.354601,0.516253,0.44215,0.596378,0.533835,0.560452,0.396442,0.279585,0.618477,0.54367,0.363623,0.254828,0.535118,0.273195,0.535765,0.659847,0.717052,0.690746,0.591797,0.318809,0.407642,0.405332
u242,0.668838,0.620355,0.607657,0.6065,0.428991,0.348635,0.747822,0.565984,0.489173,0.641976,0.273782,0.443618,0.41593,0.510935,0.417099,0.411293,0.633352,0.429666,0.359138,0.210875,0.286778,0.376391,0.531137,0.215753,0.199404,0.356459,0.231442,0.562386,0.563479,0.602926,0.538858,0.552203,0.250088,0.365436,0.365604
u243,0.7099,0.666107,0.639294,0.64871,0.575017,0.211917,0.640198,0.719641,0.499352,0.711841,0.447916,0.556834,0.463104,0.291304,0.656489,0.463299,0.704338,0.606608,0.382956,0.230262,0.304866,0.576897,0.468811,0.225925,0.275409,0.453617,0.360075,0.514001,0.57391,0.583567,0.616127,0.47515,0.316326,0.187464,0.476233
u244,0.726383,0.644498,0.584559,0.535344,0.52468,0.255414,0.666602,0.514719,0.388597,0.597296,0.519425,0.565387,0.510452,0.417657,0.544394,0.48306,0.647416,0.495341,0.435023,0.196729,0.212324,0.660307,0.340552,0.329424,0.293337,0.325718,0.212761,0.346619,0.705558,0.669067,0.617789,0.499074,0.2873,0.253261,0.363886
u245,0.619486,0.683888,0.53359,0.600096,0.560448,0.369649,0.607679,0.614157,0.531037,0.730162,0.480143,0.470506,0.369269,0.473279,0.529373,0.584461,0.690436,0.548494,0.423357,0.477557,0.305934,0.680853,0.547959,0.568411,0.486545,0.64087,0.46342,0.631513,0.655559,0.676553,0.718297,0.54163,0.309815,0.39013,0.549225
u246,0.535386,0.681268,0.557031,0.515352,0.486228,0.4224,0.668818,0.485432,0.349987,0.539032,0.563547,0.51107,0.389964,0.320264,0.417562,0.435402,0.677309,0.607354,0.376713,0.19525,0.195482,0.834038,0.330741,0.244285,0.223742,0.28146,0.247268,0.600581,0.556673,0.521962,0.554,0.515039,0.29243,0.343646,0.391862
u247,0.604898,0.637826,0.535646,0.598264,0.482494,0.195971,0.69622,0.616466,0.379223,0.497804,0.525835,0.456849,0.445525,0.465864,0.58313,0.428837,0.51351,0.261205,0.670347,0.241869,0.248231,0.187095,0.463412,0.261536,0.191247,0.441023,0.241591,0.247692,0.535057,0.593837,0.60397,0.622077,0.27842,0.369011,0.395022
u248,0.729796,0.709522,0.670426,0.664669,0.406872,0.488664,0.629059,0.505113,0.420411,0.645746,0.388597,0.471739,0.472069,0.32393,0.449641,0.438556,0.537467,0.522873,0.419015,0.284687,0.342096,0.661423,0.413022,0.344392,0.214025,0.428324,0.249143,0.578493,0.609828,0.494044,0.464932,0.51753,0.202805,0.285644,0.412524
u249,0.627825,0.572929,0.487842,0.547231,0.364115,0.345157,0.618949,0.570091,0.559454,0.54822,0.352143,0.507963,0.572217,0.428182,0.551826,0.480551,0.646269,0.630387,0.423081,0.29894,0.227902,0.673472,0.31292,0.235294,0.266154,0.346092,0.167525,0.402431,0.584385,0.586803,0.611217,0.645283,0.283578,0.380149,0.479042
u250,0.668809,0.583288,0.588433,0.589228,0.513108,0.215005,0.610802,0.625129,0.446477,0.52282,0.498128,0.552666,0.546983,0.450525,0.525184,0.455638,0.544825,0.533191,0.536705,0.245875,0.211436,0.677727,0.339431,0.304992,0.25521,0.291903,0.260809,0.296772,0.62402,0.556879,0.590397,0.589343,0.300359,0.246558,0.473787
u251,0.723347,0.808072,0.694495,0.630304,0.727184,0.496666,0.64685,0.712419,0.423303,0.507285,0.471305,0.441878,0.390568,0.317801,0.599869,0.38814,0.71166,0.689045,0.24936,0.272955,0.187998,0.503147,0.300765,0.270894,0.238407,0.192907,0.259167,0.288739,0.746035,0.671394,0.68133,0.561929,0.285412,0.315787,0.457773
u252,0.7456,0.699161,0.623277,0.744399,0.700967,0.374081,0.691163,0.634355,0.436655,0.598619,0.505848,0.560378,0.480122,0.475101,0.50506,0.440505,0.640667,0.371366,0.422582,0.252604,0.205142,0.432137,0.310206,0.236241,0.205141,0.252814,0.235846,0.337312,0.584139,0.628718,0.601678,0.532273,0.410108,0.298588,0.389591
u253,0.653451,0.697216,0.738305,0.599625,0.551878,0.369658,0.637555,0.60647,0.501618,0.583069,0.597568,0.593702,0.466985,0.352287,0.594364,0.489491,0.612522,0.422677,0.480123,0.380668,0.289278,0.607094,0.47429,0.399612,0.296586,0.606357,0.282492,0.532032,0.69401,0.585054,0.765997,0.583751,0.283378,0.360825,0.518621
u254,0.677145,0.678508,0.691204,0.671205,0.38071,0.314758,0.738483,0.520333,0.539473,0.54406,0.393041,0.489798,0.479017,0.422243,0.477451,0.486392,0.520848,0.351006,0.397958,0.329551,0.306993,0.405775,0.436466,0.344604,0.2932,0.314266,0.282131,0.520323,0.611814,0.575575,0.470575,0.483257,0.201513,0.151604,0.341966
u255,0.610879,0.603795,0.592506,0.605584,0.534848,0.362961,0.584983,0.652596,0.607727,0.541477,0.543158,0.494511,0.447711,0.344715,0.504269,0.48542,0.724271,0.550717,0.40678,0.300031,0.148805,0.63562,0.457744,0.20667,0.239706,0.506224,0.209315,0.454416,0.722134,0.609207,0.485757,0.459727,0.194477,0.265881,0.370406
u256,0.662135,0.598312,0.592219,0.697319,0.50287,0.38311,0.686958,0.634881,0.40689,0.626194,0.493417,0.515293,0.413923,0.352054,0.50685,0.520319,0.634848,0.534076,0.516111,0.230329,0.307545,0.690195,0.32257,0.191533,0.32811,0.356641,0.207181,0.355724,0.723055,0.674775,0.59065,0.54951,0.322236,0.267399,0.548967
u257,0.660737,0.63388,0.563705,0.600666,0.509743,0.36544,0.642099,0.580305,0.531823,0.55788,0.562132,0.511339,0.466983,0.393321,0.56742,0.556898,0.650826,0.594192,0.467989,0.486358,0.314233,0.639063,0.552031,0.528277,0.545861,0.663087,0.573382,0.482385,0.651067,0.645183,0.62269,0.562769,0.284183,0.505618,0.566647
u258,0.544492,0.630797,0.499441,0.475069,0.54141,0.410004,0.60932,0.57454,0.352822,0.533834,0.616564,0.490733,0.431067,0.431501,0.365606,0.384147,0.621073,0.528595,0.329769,0.194173,0.240015,0.919995,0.356824,0.253837,0.309305,0.356279,0.243898,0.520319,0.552107,0.620338,0.656385,0.574975,0.266375,0.319397,0.370027
u259,0.657653,0.575051,0.497481,0.498497,0.517499,0.242397,0.579022,0.518729,0.547552,0.512275,0.558811,0.52849,0.479148,0.478372,0.489969,0.429222,0.639258,0.239391,0.646883,0.293752,0.327877,0.228337,0.434604,0.200866,0.172925,0.407866,0.257535,0.278508,0.635452,0.662877,0.567286,0.562139,0.294613,0.258043,0.32176
u260,0.676187,0.668976,0.628958,0.680188,0.472163,0.451982,0.669664,0.501061,0.53037,0.650461,0.432349,0.515035,0.343152,0.284836,0.457102,0.398787,0.490094,0.497425,0.374566,0.269787,0.28174,0.619262,0.453372,0.280313,0.19048,0.493868,0.226809,0.559081,0.524696,0.447176,0.55493,0.484439,0.254363,0.228123,0.407104
u261,0.562486,0.637419,0.518602,0.535137,0.448531,0.253699,0.612127,0.632718,0.479772,0.520678,0.329677,0.492268,0.556604,0.437304,0.418517,0.478165,0.644226,0.644297,0.34958,0.332352,0.235046,0.758024,0.287323,0.274547,0.181742,0.373879,0.179882,0.460567,0.552754,0.56595,0.58467,0.507873,0.240578,0.293355,0.364764
u262,0.679658,0.659822,0.574576,0.604938,0.573511,0.206046,0.640228,0.633871,0.401403,0.583783,0.508738,0.554363,0.461187,0.541216,0.559877,0.368009,0.665319,0.531985,0.500023,0.287857,0.254218,0.663392,0.385415,0.246664,0.247476,0.125569,0.279377,0.372906,0.61516,0.582941,0.563412,0.585429,0.320362,0.353811,0.495181
u263,0.708261,0.656279,0.681159,0.621336,0.75344,0.543659,0.690933,0.635117,0.520618,0.472004,0.416991,0.57971,0.49698,0.311577,0.458266,0.455748,0.75892,0.632839,0.197152,0.241418,0.307903,0.479573,0.271881,0.224742,0.183546,0.226789,0.175038,0.339403,0.733457,0.66795,0.673911,0.492546,0.300933,0.342405,0.40424
u264,0.840239,0.679722,0.618593,0.730131,0.651845,0.327277,0.659393,0.701629,0.487153,0.592507,0.462849,0.482523,0.410046,0.436945,0.50375,0.442342,0.579392,0.313522,0.253491,0.183844,0.27588,0.478019,0.253886,0.294179,0.237844,0.314866,0.18753,0.264997,0.567918,0.557956,0.562485,0.654246,0.368475,0.238195,0.339041
u265,0.768761,0.678192,0.655915,0.637425,0.553469,0.340814,0.617568,0.67813,0.465483,0.648663,0.538364,0.571939,0.45428,0.47616,0.570443,0.446643,0.744544,0.487416,0.592716,0.284675,0.329058,0.489718,0.514552,0.396592,0.303368,0.49405,0.239364,0.506079,0.649575,0.682925,0.612064,0.508061,0.313366,0.29514,0.427391
u266,0.647459,0.617448,0.635936,0.654038,0.360289,0.247362,0.595352,0.579368,0.551859,0.595751,0.472578,0.467627,0.363831,0.388326,0.56764,0.457529,0.66968,0.39281,0.327244,0.28315,0.2288,0.358343,0.537456,0.271542,0.299447,0.363318,0.321649,0.55483,0.628454,0.654319,0.496315,0.561467,0.336867,0.321022,0.482434
u267,0.68293,0.672157,0.461748,0.720595,0.476085,0.294945,0.628956,0.624044,0.503458,0.59697,0.398987,0.49921,0.36047,0.383939,0.455466,0.477601,0.663522,0.573253,0.274536,0.341045,0.274261,0.567917,0.431794,0.262317,0.228567,0.381751,0.264083,0.446854,0.744502,0.535106,0.612138,0.509097,0.320026,0.362372,0.429491
u268,0.655412,0.580482,0.590567,0.627033,0.426875,0.299746,0.662434,0.5795,0.409605,0.54705,0.562356,0.480614,0.520309,0.478163,0.612786,0.515524,0.731455,0.584856,0.489249,0.250899,0.304901,0.526804,0.376546,0.311743,0.198314,0.300141,0.216538,0.307452,0.712045,0.595987,0.651785,0.532109,0.304436,0.260543,0.489492
u269,0.621374,0.766481,0.636559,0.615058,0.498196,0.437027,0.700743,0.638809,0.547795,0.599709,0.530922,0.537845,0.337117,0.41356,0.49025,0.606886,0.662088,0.555233,0.455077,0.54952,0.348999,0.55653,0.565121,0.510607,0.491147,0.715016,0.522407,0.611888,0.649345,0.641198,0.597906,0.574667,0.303324,0.441205,0.458546
u270,0.539203,0.709101,0.542946,0.566946,0.514896,0.384805,0.615721,0.473448,0.453857,0.510715,0.590501,0.455928,0.461864,0.319785,0.484869,0.358696,0.60558,0.689127,0.443265,0.243026,0.193529,0.83928,0.463993,0.270664,0.240961,0.374465,0.237277,0.592116,0.610124,0.48989,0.678242,0.503194,0.307578,0.342614,0.408861
u271,0.760328,0.599591,0.615975,0.545686,0.499667,0.279235,0.604903,0.538213,0.419488,0.48099,0.545676,0.573007,0.468145,0.383009,0.527538,0.467393,0.577131,0.208559,0.599246,0.27849,0.296966,0.25504,0.419466,0.299897,0.224904,0.405166,0.291592,0.207259,0.670661,0.61759,0.754406,0.67283,0.304495,0.26283,0.384994
u272,0.684094,0.633307,0.663827,0.605602,0.423566,0.454948,0.638972,0.507606,0.419491,0.710514,0.33091,0.543044,0.398895,0.399829,0.426641,0.39848,0.540758,0.57864,0.377143,0.232998,0.341936,0.539954,0.441262,0.301584,0.206019,0.40213,0.210855,0.614129,0.57216,0.515408,0.60239,0.528772,0.232919,0.270744,0.349393
u273,0.643342,0.563886,0.611559,0.611414,0.478748,0.315642,0.633477,0.539136,0.50971,0.529725,0.376138,0.437325,0.423633,0.407026,0.529374,0.436184,0.571491,0.580752,0.422336,0.339449,0.170825,0.681524,0.402261,0.285905,0.248753,0.335215,0.25187,0.342712,0.567659,0.472906,0.477404,0.43857,0.245679,0.325832,0.388353
u274,0.623221,0.664881,0.619335,0.57954,0.395108,0.220244,0.606732,0.612241,0.41529,0.539759,0.484348,0.555063,0.556915,0.439058,0.561024,0.381564,0.621965,0.498675,0.477289,0.307558,0.109915,0.736508,0.33799,0.235787,0.222728,0.262014,0.206217,0.249125,0.670476,0.563266,0.515077,0.597832,0.34782,0.341822,0.47417
u275,0.794499,0.645871,0.723785,0.680416,0.740479,0.520344,0.696216,0.712127,0.465738,0.5014,0.449594,0.529454,0.485477,0.354152,0.56412,0.467572,0.718779,0.750039,0.215736,0.320239,0.24399,0.457327,0.287519,0.236601,0.311158,0.250042,0.188783,0.301734,0.711582,0.700489,0.761642,0.503359,0.348336,0.303464,0.462423
u276,0.679955,0.60937,0.603119,0.643163,0.623113,0.269318,0.703503,0.56014,0.476993,0.600572,0.493566,0.497223,0.418815,0.352775,0.540871,0.531663,0.585406,0.458735,0.371659,0.295431,0.327968,0.473061,0.313556,0.316187,0.219799,0.234117,0.244175,0.492161,0.561647,0.628327,0.472405,0.521185,0.348598,0.326642,0.385722
u277,0.718193,0.628581,0.681595,0.665392,0.600479,0.343686,0.648899,0.546752,0.529231,0.580147,0.526957,0.512555,0.347602,0.425378,0.528777,0.624517,0.630632,0.579159,0.549304,0.446232,0.366692,0.561154,0.40119,0.422616,0.24109,0.522361,0.254331,0.574758,0.570365,0.691292,0.683479,0.530113,0.36033,0.281921,0.391155
u278,0.735063,0.817789,0.544494,0.658593,0.347662,0.37758,0.666594,0.571201,0.501428,0.650673,0.376811,0.504997,0.372797,0.36588,0.470761,0.404128,0.598058,0.378203,0.380431,0.366058,0.278898,0.293624,0.540172,0.29094,0.347162,0.314464,0.257209,0.535993,0.553748,0.624251,0.533286,0.463443,0.203511,0.261658,0.419113
u279,0.729058,0.64868,0.559557,0.577056,0.588649,0.316866,0.664189,0.632094,0.500433,0.603408,0.435332,0.548243,0.43683,0.291441,0.524938,0.331005,0.585396,0.578204,0.396875,0.225506,0.275206,0.636796,0.491348,0.267448,0.175863,0.415824,0.413095,0.349454,0.551853,0.584278,0.681572,0.432449,0.27133,0.354682,0.402793
u280,0.694386,0.635126,0.630084,0.761025,0.54273,0.348534,0.636542,0.533634,0.441692,0.454762,0.544559,0.554179,0.501001,0.468657,0.560062,0.524968,0.672294,0.5156,0.542915,0.257441,0.252609,0.594085,0.378266,0.321777,0.259371,0.374258,0.242556,0.298279,0.82639,0.61233,0.593526,0.48053,0.323449,0.317911,0.456987
u281,0.575268,0.652706,0.608686,0.568415,0.566616,0.301663,0.620541,0.623464,0.546824,0.722537,0.505844,0.513033,0.408277,0.384815,0.500878,0.572186,0.655402,0.474137,0.467387,0.51057,0.347605,0.666484,0.551661,0.539558,0.543441,0.653149,0.528248,0.490942,0.650179,0.750757,0.685176,0.454221,0.276722,0.386814,0.46146
u282,0.585902,0.605461,0.492538,0.58059,0.465547,0.49429,0.536623,0.551214,0.40547,0.553065,0.532,0.449278,0.502896,0.40887,0.464683,0.395555,0.626056,0.468841,0.371818,0.297799,0.294073,0.860197,0.286386,0.219307,0.349093,0.33174,0.240163,0.569391,0.591074,0.563536,0.557733,0.50261,0.296896,0.217245,0.362122
u283,0.603483,0.632726,0.550642,0.480958,0.492631,0.262903,0.746825,0.586635,0.47837,0.548881,0.544202,0.55538,0.414608,0.411588,0.478443,0.411603,0.458779,0.263548,0.527059,0.247371,0.200399,0.285561,0.377861,0.237599,0.260718,0.442879,0.27583,0.143494,0.576573,0.642397,0.607131,0.557103,0.210316,0.218483,0.350617
u284,0.706091,0.657611,0.655311,0.654719,0.442796,0.404098,0.681782,0.499857,0.491919,0.686351,0.46764,0.495438,0.396833,0.377844,0.454047,0.414,0.553537,0.630678,0.349356,0.281228,0.388935,0.582282,0.418073,0.272016,0.191205,0.46791,0.300584,0.593855,0.52888,0.49781,0.542796,0.556539,0.30547,0.271148,0.316407
u285,0.659608,0.536181,0.53384,0.513118,0.476593,0.400516,0.562779,0.604924,0.484145,0.50935,0.432151,0.586479,0.485291,0.412515,0.466775,0.524829,0.602633,0.590534,0.456239,0.294524,0.196773,0.735373,0.374405,0.324542,0.146101,0.361493,0.284936,0.431475,0.532928,0.471597,0.552873,0.438239,0.294277,0.348993,0.381544
u286,0.625184,0.653806,0.528089,0.498125,0.432476,0.270814,0.686859,0.637204,0.464911,0.525335,0.554046,0.643287,0.478233,0.560127,0.498104,0.458014,0.576268,0.533989,0.544572,0.316922,0.284511,0.558495,0.290046,0.211548,0.181666,0.235834,0.21205,0.275256,0.679477,0.567691,0.657422,0.611595,0.24196,0.325675,0.466485
u287,0.686165,0.695168,0.739028,0.652664,0.826929,0.615561,0.625757,0.680753,0.511233,0.498307,0.483287,0.558291,0.517462,0.335871,0.590604,0.372887,0.787995,0.671318,0.242713,0.31616,0.30335,0.438898,0.254054,0.206599,0.221658,0.364893,0.257112,0.29063,0.756388,0.627903,0.719171,0.494767,0.314029,0.261509,0.39393
u288,0.756162,0.569194,0.693806,0.61464,0.575045,0.320987,0.764854,0.662965,0.455344,0.625888,0.539466,0.449107,0.45737,0.385569,0.499433,0.371807,0.560871,0.333328,0.305189,0.168601,0.183237,0.459114,0.31004,0.254202,0.25272,0.363591,0.216035,0.398344,0.625281,0.555333,0.563146,0.493941,0.243051,0.339701,0.453376
u289,0.712528,0.692178,0.605029,0.611371,0.559734,0.279199,0.664367,0.624462,0.527315,0.657986,0.448715,0.520628,0.359328,0.33033,0.519777,0.501368,0.585163,0.597811,0.50061,0.402608,0.293419,0.636401,0.535176,0.471854,0.329072,0.596541,0.292568,0.518723,0.688942,0.644787,0.650669,0.555907,0.440745,0.320599,0.384193
u290,0.62188,0.577502,0.625976,0.690492,0.368192,0.30373,0.764396,0.513395,0.476123,0.548401,0.432875,0.487872,0.345883,0.483827,0.573178,0.446585,0.659043,0.456865,0.288997,0.332101,0.267774,0.371118,0.518846,0.278948,0.34616,0.375917,0.244472,0.519011,0.618429,0.542812,0.597115,0.702925,0.181989,0.252173,0.42071
u291,0.510896,0.66958,0.542141,0.614784,0.491707,0.378879,0.640877,0.633096,0.582584,0.572233,0.4007,0.568928,0.312978,0.275332,0.595961,0.355705,0.648335,0.482531,0.463826,0.280451,0.288829,0.55017,0.501885,0.267908,0.23714,0.333192,0.17494,0.447395,0.707391,0.567054,0.60657,0.31395,0.293819,0.211644,0.42568
u292,0.661877,0.525132,0.615824,0.591265,0.546406,0.296711,0.689957,0.578115,0.444921,0.530012,0.479613,0.505473,0.437384,0.382466,0.609039,0.52076,0.817027,0.47796,0.517644,0.194304,0.302045,0.572101,0.325047,0.320091,0.305321,0.270286,0.22867,0.359648,0.724149,0.596695,0.589259,0.484669,0.308632,0.313049,0.407215
u293,0.707495,0.743329,0.566321,0.642401,0.532865,0.338273,0.654629,0.554007,0.637434,0.618516,0.506812,0.480298,0.4263,0.424117,0.494553,0.50681,0.639871,0.543758,0.497772,0.515455,0.410236,0.627765,0.593785,0.50192,0.480791,0.531904,0.554793,0.603111,0.667793,0.654181,0.703524,0.538964,0.290814,0.438388,0.45515
u294,0.647756,0.555163,0.607858,0.564872,0.577982,0.389535,0.621827,0.466677,0.314289,0.370172,0.499647,0.460381,0.370051,0.335484,0.50159,0.420094,0.633961,0.6233,0.376728,0.198197,0.237699,0.886937,0.384673,0.295134,0.183987,0.313287,0.332592,0.519021,0.49671,0.554635,0.525068,0.553621,0.346932,0.352437,0.425799
u295,0.706443,0.602868,0.524084,0.595049,0.460627,0.186718,0.652962,0.660876,0.320844,0.545502,0.506354,0.471025,0.477086,0.455044,0.495152,0.427716,0.541009,0.249997,0.608805,0.167985,0.274827,0.253006,0.401053,0.253073,0.328628,0.321567,0.223302,0.297991,0.617861,0.595729,0.670452,0.537299,0.242169,0.285415,0.394147
u296,0.756012,0.687973,0.693359,0.635152,0.462196,0.527513,0.688209,0.581223,0.469588,0.580629,0.468143,0.530979,0.36719,0.442478,0.496668,0.427006,0.621087,0.550155,0.388749,0.152601,0.290924,0.576229,0.39155,0.252571,0.249669,0.45284,0.251998,0.633116,0.530859,0.524726,0.519882,0.473116,0.17351,0.202206,0.295335
u297,0.531401,0.659153,0.550876,0.547163,0.405099,0.272779,0.610118,0.569898,0.515484,0.530431,0.45762,0.49985,0.563277,0.400396,0.507418,0.460227,0.626215,0.659129,0.348181,0.414913,0.265469,0.723594,0.267302,0.214095,0.267868,0.267457,0.229719,0.328263,0.543975,0.596741,0.508418,0.430681,0.246069,0.321446,0.303201
u298,0.716238,0.717546,0.589676,0.546055,0.462,0.340478,0.607967,0.588948,0.452197,0.503386,0.533385,0.553401,0.481404,0.475638,0.554903,0.429644,0.543206,0.609513,0.51127,0.218942,0.267312,0.710773,0.469511,0.279696,0.283139,0.228581,0.16766,0.330236,0.568324,0.541509,0.551413,0.575737,0.257119,0.310179,0.450948
u299,0.67981,0.654094,0.702173,0.696844,0.85594,0.591827,0.753462,0.704069,0.524866,0.554311,0.405927,0.518425,0.574071,0.330824,0.514986,0.395292,0.717341,0.653151,0.295249,0.248538,0.206916,0.367134,0.285956,0.256008,0.158769,0.271896,0.250534,0.258309,0.679834,0.588107,0.706421,0.530877,0.295477,0.301236,0.405821
u300,0.712092,0.656518,0.650492,0.658029,0.618,0.266282,0.720516,0.599209,0.521741,0.556738,0.579828,0.526867,0.414429,0.452599,0.473064,0.412637,0.626948,0.449368,0.242491,0.318121,0.228462,0.538744,0.292772,0.234764,0.301791,0.215273,0.25112,0.366811,0.589859,0.633562,0.54467,0.495624,0.361437,0.280232,0.371594
